user_id,goodreads_book_id
12365,50798
20503,136782
18892,11614718
3610,5
12334,1852
41267,3236307
9973,1202
29877,99561
10665,2767052
40501,634583
42894,102868
42901,15790837
49103,50091
53002,168668
45895,14935
11478,10235
34998,48855
8019,27266
39871,7869
4776,752900
34755,17780
9309,80674
3112,2830067
22374,1845
13954,23772
42037,46661
26547,6351939
31581,1736739
34845,58696
27048,4137
17513,16304
27585,1097
6681,2998
49202,439288
45038,51299
22324,17716
35393,82356
17679,42149
51418,6667
19852,83763
51418,156534
47246,1885
23682,35743
34120,7824322
9112,12878300
9239,37470
23693,77727
39252,49353
5528,10607
16923,189802
33215,10572
41811,9827912
18920,6443834
43385,10518110
14549,29579
50216,5043
12334,196970
24344,12232938
36675,92303
13777,48855
15668,77203
34729,3636
801,128029
20678,70535
21278,5060378
5348,190344
35579,7745
23221,12287209
24344,227443
43265,96884
31478,90072
43229,6
2347,43615
25311,17156015
12434,4214
52788,23751850
13728,24431
46498,2213661
22312,37442
4552,13530973
50764,8073
38345,3412
11544,375802
16789,150739
44860,12902549
22060,9417
1891,9418327
30998,4473
7801,7677
23682,210834
44240,28877
7132,28407
14742,5356
7850,14891
17104,11381643
42779,2657
21006,11735983
21736,228665
7742,15745753
47968,31196
26482,32542
180,3
38795,73864
53218,11192642
44285,4630
47803,17332218
26496,13496
33040,293595
52760,20819685
43265,858719
10030,3552023
4971,42697
1294,166562
45198,48855
17424,34497
9527,4985
11810,47021
5591,30119
24689,409918
46977,9418327
15091,2657
33488,17309
27387,166997
13195,21787
21006,8442457
23683,5759
49232,663098
1479,5211
52123,17878931
15708,296298
3451,39980
52123,18006496
29689,136637
13298,6310
52137,6185
45892,2998
4941,117
22034,158446
4821,256008
14785,123845
860,14748
24236,47212
11507,464260
15233,385706
12615,140078
2036,18943
12058,21787
21829,7677
45532,6315602
36121,80630
45837,14864
38420,5509
4949,16240761
52223,61549
35710,4989
10727,12262741
33510,65605
33786,10507293
32013,25893693
32578,188572
35329,32682
2576,1618
43152,1811543
20332,15196
49943,11580
15258,34
44915,6334
5937,2187
40621,6185
8724,12216302
19453,18342
10893,337113
30731,3591262
36249,8073
9108,9355
29421,2410506
33863,188572
37570,162085
24968,7770
18373,8248
43697,890
6520,767171
7013,5084
12900,4953
15186,13540215
42093,4395
40180,18116
3772,5890
1234,16788
19952,162898
18519,613283
34172,43641
27493,7144
450,56480
13041,1
36115,78433
7212,4138
27231,8935689
17804,140225
52771,8253
20328,1842
1206,587638
17956,16045140
4569,91478
9115,43641
31305,62291
46692,8127
2128,6340016
12829,5890
37359,65111
6336,3236307
30845,10572
49815,2118745
11684,4381
48991,19351043
41113,84981
12471,6327
21151,16793
34607,7784
52771,205821
31284,33
34020,17970255
14549,2845024
41771,15197
23066,3
20566,561456
43689,126381
42796,18774964
19344,473623
13892,1381
30758,20170404
40885,6567017
39831,7746259
12381,78433
400,242006
17010,991197
30924,43448
3856,2165
53117,99561
12476,518848
653,33
14311,11588
51606,99107
13925,2165
27585,19501
41968,375802
10907,4671
7678,10108
45235,129327
9201,5129
42093,4981
43622,5289
42865,256683
16678,9439303
16732,6149
2474,21996
11804,17061
28992,98920
17924,35231
21033,4473
19735,767171
7842,76778
43417,65110
13464,24228353
10416,126151
44818,31491
46661,34
3136,30119
14319,9969571
19326,38447
17948,8442457
41512,1215032
36126,49041
9153,3049
12033,7617119
2088,22284
21957,15784909
6488,5
20218,4671
10737,34268
19068,4836308
37602,6516450
11501,1
28614,46306
15144,20706317
8757,16312
15496,55022
2620,157993
49262,24453082
5760,7735333
39369,7146335
11957,15158
20650,5
28101,14891
18381,1618
3161,55401
18565,10335308
15121,7144
18804,4588
23182,137791
43186,5739373
17218,1215032
26286,11010251
8542,30119
42136,155370
12615,233093
4833,28187
40798,10799
52583,263050
29156,13496
46178,18135
26844,11233988
2591,23807
8252,1953
29318,12127810
33033,9777
6261,168642
29436,7331435
31893,4502507
17768,4671
49081,375802
26690,5971165
2908,3698
5773,902
21930,49011
5657,292408
36057,22205
11043,6
35105,121732
19326,77203
16081,113946
5334,30
21328,73051
31305,136251
2591,10605
37208,12220
10727,6643090
10325,547094
4621,452306
4776,30119
30160,4137
18968,5060378
22222,5391115
21406,1953
45050,6952
16092,33512
6509,667
32993,10335318
18328,13
33733,83083
13163,6411961
33102,29127
51634,11138
18620,3407877
49272,8044557
8435,4570679
21004,14050
30480,14866
3522,817791
592,343
34780,12996
33240,2906039
39845,439288
50737,10194514
26401,13496
5267,1869
8770,108077
25399,125404
44784,119322
26398,13497818
12314,4953
673,231804
30037,10115
32023,149847
25864,15745753
6132,85459
27439,37435
52623,248704
10088,8235178
1504,485894
26777,33453
4280,357664
36528,24178
37997,242472
35550,160194
44762,25074850
6671,78971
9940,4502507
28445,12891107
10830,18373
18179,49465
4887,13
11026,69242
23683,960
45449,5413
40696,31538635
44451,13414599
12984,17402605
20573,6427
16002,48464
18262,10614
33040,1934
37075,38447
24796,77566
17053,9418327
1866,6892870
46102,1923820
18567,16160797
13352,6185
16092,7137327
15053,77727
10114,10964
15556,15823480
16082,776407
11564,4214
3362,5479
2085,24
7425,77773
14929,45107
18083,12938
52611,3228917
34230,14050
8509,13503109
52468,2454986
29836,5297
20199,125507
17424,5907
12354,7677
30491,18798983
24723,4929
14949,25813921
11382,28078
17501,2493
2702,5439
27449,5129
1388,18143977
21784,3636
16825,672875
7677,6948436
13163,15507958
34670,3590
18537,7669
15161,92303
17405,381102
911,968
38360,99245
25340,821611
39837,11350430
8387,152380
44663,17878931
50314,12220
25526,4406
4901,140082
10286,1232
12433,930
50999,170210
17772,19543
1789,539282
52826,157993
51498,135479
3200,6596
41898,18989
2347,62291
28882,17683
8750,7624
5885,10965
37828,4667024
46519,22557272
5037,53835
5426,5326
50737,7576115
13595,5907
12574,24178
9587,32505
47411,2657
52679,1885
14240,3
37069,9460487
35404,5413
51365,22822858
27466,11007587
34574,20564
25411,943402
7671,9532
12063,316445
19758,16396
499,32261
44595,1582996
33962,16304
51293,6101718
32306,14554
46977,11570
50582,18373
45050,12083
43985,21671
50764,3885
1339,13006
50774,34
48126,12893742
42990,77711
26244,7613
32548,827
10376,53835
31123,26154406
9309,7882
27154,11
1027,24178
11107,1934
5580,6952
13992,6867
4520,21853621
29846,14050
15859,6366437
13163,556602
51452,10959
48906,22628
15161,297792
4536,1622
12357,2321296
3051,113310
32067,12996
48433,2794
3323,11250053
42897,4268157
4233,4214
24622,1713912
43025,4406
8019,857448
39003,43339
34172,110871
4006,219205
29026,32499
18977,3985
34751,92308
19066,5364
16048,5907
4265,11
4678,8755776
24101,49628
13168,46165
9832,561909
3867,106393
24723,6759
23752,18512
25864,11127
10029,830
33856,2373
6239,144349
15762,91953
7633,5759
32425,13206760
31309,6
42847,13167062
16087,816720
27645,61179
14779,4671
15069,2248573
1000,11337
50229,6339989
1634,46170
21422,2767052
753,16130291
7678,42607
49861,6250169
4113,6472246
47718,9010
45791,28186
43947,9791
34654,845403
2269,1618
21986,4407
19181,3985
20370,35220
21823,40102
36591,29579
43689,4407
27749,11901
45362,1934
32570,7905092
15788,3
29752,4981
35915,17235026
947,10917
39560,17332218
34509,138685
35758,17899696
20586,2548866
6355,2936415
28175,5326
41219,113436
1682,455373
37284,249747
4263,5113
7069,6319
49683,380975
14585,898885
43985,228560
31484,68531
35475,6514
24622,9436746
25213,81903
12532,2429135
22611,2153405
25340,15931
5115,5470
12658,242006
2197,375802
38760,16101128
4566,7124475
345,9375
37132,11563110
6914,2493973
27412,17204
10525,91253
38167,10032672
30806,7264206
44915,7171876
33622,6066819
3772,285205
25776,12658
39115,2279
19952,7164343
39590,11946245
19062,375802
31459,13496
16143,13837
7381,19063
11748,33313
15547,10956
19854,381102
21078,3431
32129,6759
4827,4934
16123,67035
3656,21787
7212,3110
937,5060378
10991,7613
21664,13586707
36537,4667024
17501,10916
49635,86663
19861,186074
39741,46787
46486,6505109
16540,18545
4971,10441
48905,10032672
30490,136251
8139,2187
29942,14891
27253,233093
24517,138396
3241,1934
1798,12985
18798,9118135
42261,7260188
7631,76401
33580,3685
11913,43641
44820,31314
46766,60510
7735,112525
43050,24178
1388,17262100
41760,17378527
20505,77203
3431,1044355
16081,561909
6696,12262741
51974,18705209
29393,8664353
52760,24280
48691,77276
2430,6656
26398,6506085
12520,6582637
21986,168668
51664,7745
6509,1
21177,99955
10001,49041
8711,77767
2998,9500416
2801,1624
46941,95619
33176,186190
18410,21726
9737,14403
46242,6327
7218,106069
21328,89184
16261,47989
28798,7494
15834,3
6433,136637
16346,12957
9384,35982
44089,6892870
17465,5308
13616,3636
45449,12254379
16125,136251
51714,5043
2962,8695
4160,2
23923,2767052
29562,7849341
47106,45162
16263,16299
25711,18630
21219,5171
21004,370493
37870,852470
1350,15881
949,113310
20119,168642
41898,394535
39485,2282133
28312,865
25711,2429135
6899,1862313
52556,10572
18650,44001
51780,13638570
19013,16793
52280,8755776
13538,14748
39115,7677
20155,16181
19721,567795
29275,3228917
18567,22628
31392,11324166
26036,84369
52718,11588
13994,46199
44112,56913
10225,128755
33385,137791
10957,4381
37997,40102
33697,357664
34230,10592
863,1833852
7631,2
27872,13083
9520,252577
28581,8664353
14319,34527
33856,57951
42813,77391
50860,19486412
5638,5
8686,23772
2553,10956
41216,16115612
29125,14568987
23538,10599805
8136,7896527
19735,3590
4827,100915
14929,2767793
11622,6
14505,332775
29819,6
10919,42607
52282,375802
33257,30118
42385,10585
1115,7604
15863,7740152
6159,6656
8363,13330771
3362,6469165
49409,9680718
34120,44186
52718,15760
33790,10664113
3987,33
4427,9969571
17634,464260
5040,4069
46040,153542
2961,17661831
27607,10664113
29690,25817493
1206,77566
49298,65605
4241,5167
378,76668
643,2767052
46202,16052012
10619,2839
43054,13206828
17069,21
28894,3008
28824,296264
18208,30119
32732,262545
23134,5297
16751,6288
17958,18512
2281,3636
230,7274337
1458,85437
25073,2429135
7512,6709
50045,17333319
26496,201114
30248,6342491
946,3090282
34574,5890
40126,13496084
5859,402013
31437,439288
11135,27209486
3644,22695
31024,7864437
230,70287
23383,8909
11259,100915
13427,15811495
7347,76667
46393,30259
8595,6310
31232,18512
19179,10799
13678,68428
26382,6493208
409,5364
8764,14249
10665,5508
2591,2998
7640,147732
32554,32067
13195,113946
23381,3090465
38211,19670
15553,32831
45595,3473
15407,18214414
33268,17876893
12018,1431
16476,13145
39300,17245
4474,1898
42433,3
20972,1898
39583,8127
46211,23197269
31150,39662
31492,3
16643,6892870
28894,24337
26547,305234
29026,3590
11765,5470
49209,13206828
7408,2493973
10893,10603
18355,11367726
49272,2120932
42941,4989
39412,3412
14003,18135
19487,19543
8275,112693
38211,7670
14812,13521399
27291,49750
28683,332613
9384,3400816
25265,187181
35117,6365221
26961,149267
50900,3
5757,1
18506,5479
28924,902
15947,11297
51246,3
43897,282282
34859,22816087
48282,9375
1889,151370
15663,13837
29578,100915
12085,751635
36716,6324903
28992,6870
2392,4502507
12198,57854
29303,40173
8233,21969786
626,3985
5072,2138727
26083,23289
40528,29059
1528,157993
32305,18512
28992,252577
6915,72929
140,18373
450,100915
8143,23878
34607,23772
20503,6
30731,2165
22440,27712
24339,8755776
21635,1885
37602,3686
5020,136251
13410,35982
12733,7896527
3987,505304
18920,2429135
2050,46292
7889,227651
17630,17333324
26828,172327
5275,42155
11257,5139
34983,160194
36433,659469
11963,140077
24537,55403
28882,34504
27171,23772
17103,66693
41142,33
8884,5907
27953,11235712
10491,7937843
28863,5043
10855,766020
14722,17802747
24635,38210
15696,5174
19213,14250
29340,20170404
20722,12813630
50677,68428
24101,13586707
29231,153540
39423,505304
29277,67513
36708,12557
6329,18373
6509,15241
31011,33
1237,930
22193,10614
2253,2767052
34963,11857408
24539,18131
18278,24770
3301,6614
41968,7235533
27253,18122
36891,77203
32679,48855
15947,129327
37345,5
10469,13158800
4629,89691
52723,10890
41927,6288
23776,46170
46030,8490112
27912,930
2663,23878
48018,386286
29340,3236307
18892,21996
3308,15645
33717,113304
20818,425029
41789,8127
32604,162898
2311,252577
18514,9864
26054,375901
8095,15931
25087,3398625
41965,12389310
34078,472331
816,140225
5369,1618
19518,10988
1893,163465
286,59219
8551,52036
47546,310612
3745,19063
18524,24337
50952,18693763
33505,7144
48840,15197
25710,2248573
32335,5470
7533,11127
42901,18143977
15276,5759
1479,48464
1388,10847
42441,12987977
24304,18135
4821,119322
14943,25899336
22811,12067
46614,2956
51853,38980
16751,7604
440,2429135
29578,44184
38420,2767052
14564,153747
38605,71811
41339,7155145
10855,595822
8805,11138
15251,5439
15845,1
7304,7244
26225,359410
30536,6566722
36372,2213661
3564,13497818
52056,51019
50844,39999
45179,17802724
25285,930
31520,271199
41055,6148028
35000,12957
13275,228220
16980,7027569
7548,16729
12489,2728527
40961,2179276
46172,32071
6884,485894
17213,1202
9700,137791
10325,8698
3334,22551730
33580,567678
48879,13206760
15756,80642
45674,12691
4137,425029
14009,234489
12334,265205
25132,76620
6017,651260
15476,43641
26690,2657
42990,16690
12740,17851885
18090,2767052
5036,43933
26236,251688
12485,34492
14755,4806
1837,9418327
8698,18553
8754,10916
17069,250729
43622,10441
38932,136251
18208,12758317
3918,14891
43712,3412
23063,11486
17365,28187
34696,29580
1862,48855
8465,9418327
26961,18419
6127,2657
14360,17934655
29865,133266
6595,78039
16904,16099189
1321,19380
1212,6892870
16985,83346
53120,34541
35077,231804
16009,5
26604,45978
7523,37732
27607,59715
41679,662
24394,30013
15511,49628
16839,128759
3827,44905
42687,18373
20361,17927395
7811,46756
6835,11127
36857,18143977
12466,12936
47537,7285498
18151,9673436
31544,11588
50453,4502507
19838,18405
11963,170210
48378,2282133
51606,6068551
32541,1618
7994,43763
2430,59145
31041,4395
32586,13453029
8551,92303
17598,1618
27753,18512
14718,6969
34270,80176
32578,22034
29147,52823
20897,10025305
11681,2318271
25079,4671
36342,673252
40126,14706
49079,5326
25934,15881
21328,17061
43506,17158596
33581,6148028
43727,927979
20253,30120
13950,6
13410,535441
37006,407429
34173,2998
34363,6690798
30681,1325218
25206,6361871
33015,9736930
7928,6
5859,38709
8019,199786
28156,175113
12372,18712886
32768,12922320
13739,85448
37639,270805
3856,7069
3095,13325079
1320,375802
44243,6759
37367,59264
32608,139463
27819,2657
46056,830791
31502,2767052
20844,407234
44580,1295
11950,890
39494,18122
44859,2442
29819,13145
626,659388
2874,98573
43863,49552
5012,1953
19001,11127
4949,23209927
34670,40929
31481,348573
28819,2203
45863,5797
19862,18775247
46766,11235712
7381,2203
18683,19330
5436,7669
26203,136251
32835,386187
1773,4138
38286,10805160
13885,7624
52997,8442457
9254,175004
28757,127567
4744,29059
46977,4961048
14742,11084145
8345,1
10404,28212
30500,22328
8537,140077
19238,2
13879,24178
17922,23647129
8688,6574102
20406,12232938
4284,13497
4366,18131
45933,17927395
140,8852
27953,9275658
16873,12995284
27528,1301153
21530,13596166
49683,6442769
6921,301736
34838,5479
7185,782854
52912,16115612
37519,18528190
31492,7952502
24075,31122
1399,10799
16251,3754026
23998,64222
43622,18765
22312,7763
10513,504369
35096,4687
37411,431
12660,187811
35070,10176
39389,1232
35425,25
26292,9827912
9708,7763
5650,43545
19852,4407
32732,12722
12452,18884
3826,35519
5767,13158800
16346,7770
19853,44361
16487,378
21406,210834
24344,7613
49232,8706185
43692,77203
648,9589
40598,45195
8292,112520
6247,7126
27613,9791
30166,19302
16231,25613617
37047,5472
10938,370493
3829,10335308
8539,7260188
18977,693208
7658,7069
8634,12127750
53419,128029
33620,901680
28418,13023
47166,149267
2885,3636
31373,23647129
2606,251688
911,6149
13016,505304
33856,8437667
29857,16158596
52473,93
37243,248704
11557,6
13916,6969361
49298,3116205
27563,9590
38540,6148028
46935,31231
33774,114187
40387,18490
1408,8921
4444,1618
6735,14891
7811,8966
27120,3754016
11957,23772
39416,47281
47336,21611
47166,4395
9247,865
3610,7996
11501,18405
3580,18373
345,22034
48018,4381
25229,99561
19344,9361589
28600,20761374
40689,17877
37143,6469165
27099,24724
12566,18007564
5911,5470
7319,16128105
44666,17449417
8028,4381
17474,39988
26368,295169
13994,10569
41993,10611
43506,13623150
911,11337
10985,32261
36206,57854
36762,865
12407,5107
41318,18710190
16897,112204
14122,7235533
16274,4662
3379,6818019
27633,13335037
51123,2623
13439,56759
20587,233093
39779,57854
12163,6514
38171,7930335
29781,28212
911,363752
751,2865
17679,37732
8143,72657
18262,10617
51866,17927395
44594,667
24864,10967
5950,13547180
34096,4983
43760,18254
14583,10210
42969,6516450
18204,6892870
16291,23807
20503,13496
38175,218357
15553,4921
10996,119322
1644,5211
48845,7664041
38348,5043
20265,96702
22049,6837103
1088,162898
6735,332613
37997,8676
44823,7936809
25978,11127
7867,45107
1536,334176
40098,1314332
3856,6539
567,5043
4300,2767052
38355,32831
13432,4214
730,11
40579,7736182
52427,18490
34458,80176
44827,44186
38446,11208
26236,368593
11167,11529868
51665,74998
16417,33441
45802,234225
7713,15745753
3308,59978
11206,10032672
38175,133518
42165,1842
10218,19543
1263,1627
16886,17562900
52726,16315
12168,18342
35143,6148028
18369,1618
49150,32692
15472,12232938
10633,835495
416,9844
51132,95406
37997,653396
5738,2429135
4686,48855
7097,12985
21154,4692
28170,3407877
47785,123543
50973,393146
15142,18135
9953,16115612
27642,89399
12533,739840
17277,34502
12251,19543
28101,5
20834,26596
6153,556602
12354,32542
15380,10644930
10954,823411
52972,8921
13228,5060378
47994,1848
19317,14050
15718,10583
3310,100915
11162,18116
36173,11389875
25604,5096
13163,17333223
27750,81227
46264,5196
25929,5907
15638,6185
38417,46677
1611,5107
975,49041
30248,2800905
21641,366522
1725,5907
17043,14595
30849,233691
17067,39988
5702,6969
49272,7736182
24274,7244
14285,10611
5876,11206
29361,18131
8224,5544
17405,11447921
44421,17690
9195,10964
31796,2623
24431,29056083
25868,242006
27585,31456
26694,48464
24584,1420
2844,25052
8139,3579
48852,3
6730,6520
12017,99561
28437,37435
22603,9712492
15476,10614
3839,11138
17223,17212231
40474,9969571
46176,386372
44827,99107
39550,10756240
44496,2050
17324,28485
13847,11277218
29310,6751
15572,7619057
20784,5805
21935,22232
40948,21787
50184,8664353
8266,43641
14519,13335037
41931,43641
40126,30597
8460,14935
2451,5
4050,91253
15547,54529
9108,2187
33881,1885
18657,30119
15998,30636
11735,4070095
27872,13833
29311,11735983
40031,420297
26244,38447
8387,2978
48731,17212231
46085,49750
15939,448873
3661,5060378
39583,38447
25027,37301
42980,10215349
32305,5326
8917,327847
35386,8908
25613,234225
28772,31463
40843,4588
45259,112755
42630,15745753
12452,5
20294,15241
40031,114345
21049,9717
39485,12893742
37453,6185
1820,45546
29318,13503109
44411,121127
1420,37415
15923,3109
2381,5470
2629,77163
10288,10583
37777,18342
10997,125507
27585,3609760
24183,5358
9893,2202049
12184,23807
8219,10987
50351,3972
3938,18966806
15863,7505716
35404,8852
39544,32261
6640,568645
15238,6186357
12971,19063
5071,11389341
36274,6656
7185,5107
48220,5217282
25732,22917
12067,179064
8833,316558
42980,1554
31826,857501
7609,5664985
3878,4671
36121,357664
51219,32829
21111,38568
37158,31456
2410,25100
13165,346087
17522,119322
25042,556602
3194,6969
51062,2767793
3358,4989
16177,28877
18887,544424
8973,5113
14487,11870085
18625,7664334
9597,32145
4058,89717
22522,9418327
35117,10929
26368,30633
39159,5139
43294,890
44597,23955
27618,5960325
4168,7968243
40204,6185
16732,8337
26119,3590
27187,163977
52387,1381
409,9439303
5292,1953
50469,18512
36686,43889
16177,3473
10152,18214414
18048,350
29682,478951
9057,21787
24915,3008
9244,44186
12851,24280
3705,24983
22106,12987977
31123,95558
12047,355697
3655,22206
35198,4934
